"video_id","text","author","likes","date","time","year","met_gala_year"
"iWS3oVeyjL4","Dude your dress is so crap","@Crookshank07","0","2025-05-14","00:00:00","2025","2025"
"iWS3oVeyjL4","You know that the Dress code is White Tie, right??? I am asking bc ppl act saditty about being people dressed “on theme,” which throws me off bc they are literally not required to “dress to the theme.” Idk just wondering. Anyways 🫶🫶","@funluvbuns","0","2025-05-14","00:00:00","2025","2025"
"iWS3oVeyjL4","My favorite was the Cardi B, I think it's might also be a reference to the green dress made out of curtains that Scarlet wears in Gone with the Wind, that shows how plucky/resourceful she was. It was parodied in a classic sketch on the Carol Burnett show where she left the curtain rod in.","@cinemaocd1752","0","2025-05-14","00:00:00","2025","2025"
"iWS3oVeyjL4","19:00 still waiting for the roast","@Butterflywho","0","2025-05-13","00:00:00","2025","2025"
"iWS3oVeyjL4","6:29 yeah super chic working in farms to feed your family","@Butterflywho","0","2025-05-13","00:00:00","2025","2025"
"iWS3oVeyjL4","Wow, sounds like there’s a lot of appropriation but since no one is white, no one cares","@Butterflywho","0","2025-05-13","00:00:00","2025","2025"
"iWS3oVeyjL4","Im here for the roast","@xpaperxcutx4588","0","2025-05-13","00:00:00","2025","2025"
"iWS3oVeyjL4","Jodie Turner-Smith looking like Lady Danbury from Bridgerton and I‘m here for it 🔥","@laurimarch5291","0","2025-05-13","00:00:00","2025","2025"
"iWS3oVeyjL4","The most successful looks grasped that dandy is also camp","@Lilpinkvelvet","0","2025-05-13","00:00:00","2025","2025"
"iWS3oVeyjL4","Doechii really, girl, this is what you were so mean to people for?? You completely went over board with your behavior just to show up like this??? Girl, please!!! Get it together. You dont have to be nasty to people, that's not ok!!","@nikkigreen5467","0","2025-05-13","00:00:00","2025","2025"
"iWS3oVeyjL4","Why'd you blur Cardi's tits? 😂","@Sassy.Sasquatch","0","2025-05-13","00:00:00","2025","2025"
"iWS3oVeyjL4","None of them is impressive.they are wearing curtains.what sort of designs and cuts are these? Totally pathetic.more body show than fashion show","@Xingaboo","0","2025-05-13","00:00:00","2025","2025"
"iWS3oVeyjL4","A beautiful view on how one moves forward under circumstances in one's lives .. well done.  Thank you Carol and Marge 🫶","@vilmamateus1128","0","2025-05-13","00:00:00","2025","2025"
"iWS3oVeyjL4","Less than 5 mins into your review and I can already tell you put this out before doing the research of people’s looks 😬","@bd8560","0","2025-05-13","00:00:00","2025","2025"
"iWS3oVeyjL4","Fascinating history lesson and telling the depth of the meaning of the couture.","@michellethemomster","0","2025-05-13","00:00:00","2025","2025"
"iWS3oVeyjL4","💯","@Curiopus","0","2025-05-13","00:00:00","2025","2025"
"iWS3oVeyjL4","17:20 Idc if it makes me a prude, I don't think exposing your junk below the belt should be acceptable and should get these celebs expelled from events. 
There is a massive difference between exposing your chest and exposing your genitals. One is either already socially acceptable or commentary on the inequality of the sexes and one would be illegal under any other circumstances for any other person. Simply accepting celebrities exposing their genitals to us reminds me a little too much of situations where people are made to feel they just have to accept a person in a position of power/control abusing them because that person has power/control. That sort of dynamic shouldn't be normalized. 
These celebs are doing this to attract attention and provoke public discussion about them, AND to exert their power and control over everyone there. So stop allowing them to have that moment to gain attention for abusing their power.","@gneissnicebaby","0","2025-05-13","00:00:00","2025","2025"
"iWS3oVeyjL4","You know your outfit is fire. BUT WOW. This is my favorite look of yours so far.","@Kxiti","0","2025-05-13","00:00:00","2025","2025"
"iWS3oVeyjL4","Teyana Taylor carried this year’s MET. Love that for her.","@jasmineroussell4441","0","2025-05-13","00:00:00","2025","2025"
"iWS3oVeyjL4","We see the fit 😏","@jasmineroussell4441","0","2025-05-13","00:00:00","2025","2025"
"iWS3oVeyjL4","18:00  I think this is the coolest outfit thete, she totally won!","@0therun1t21","0","2025-05-13","00:00:00","2025","2025"
"iWS3oVeyjL4","9:25 More like he brought the carpet onto his friends and it ate them. Now he's a symbiant with the blue carpet, it needs him in order to make new friends. Unfortunately blue carpets are mortal enemies with red carpets, next year should be interestung.","@0therun1t21","0","2025-05-13","00:00:00","2025","2025"
"iWS3oVeyjL4","6:35 Weed nugget! Ew, Burberry.","@0therun1t21","0","2025-05-12","00:00:00","2025","2025"
"iWS3oVeyjL4","4:36  Cool jacket on a used tampon.","@0therun1t21","0","2025-05-12","00:00:00","2025","2025"
"iWS3oVeyjL4","I'm sad to say when fashion doesn't go with the seasons it just looks wrong. This Met Gala looks like a winter gala.  It was depressing.","@kdcm6690","0","2025-05-12","00:00:00","2025","2025"
"iWS3oVeyjL4","I like your theory about the theme. It made 100% sense to me","@janjirawilliams1172","0","2025-05-12","00:00:00","2025","2025"
"iWS3oVeyjL4","So exiting! I never really care about fashion or met Gala but all your videos about history of fashion, research, connection to the theme, etc, make me actually wait for the met every year now ❤","@b.dinasyavina8693","0","2025-05-12","00:00:00","2025","2025"
"iWS3oVeyjL4","To me, Black dandyism incorporates not only originality in suiting but it's reinvention, taking the costume of the oppresser, and elevating it to an artform. It's an original and unapologetic embrace of cultural, feminine and masculine while playing with volume, color and texture, to infuse a sense of anachronistic style (while referencing history). This assignment is an advanced one, difficult for people who are dressed by others who don't have a confidence in their own personal expression or, who just don't get its depth (for ex. a suit, or suit inspired piece- Kendall Jenner, Beiber, Usher et. al) or who just don't get it at all (Gigi Haddid, Nicole Kidman, Anne Hathaway etc). People who got it: Colman Domingo, Rihanna , Zendaya, Dapper Dan, Doja Cat, Jodi Turner Smith, LaKeith Stanfield, Tessa Thompson, Lewis Hamilton, Lupita Nyongo too many to list. So for all the fails there was a lot to love!  Enjoy your videos so much Luke!!!","@brywheatley864","0","2025-05-12","00:00:00","2025","2025"
"iWS3oVeyjL4","The Hunger Games"" 
What a world we live in! While one country's genocide is being documented in real time, on the other side of the world, vanity, excess, vacuous pursuits and satanism grab more attention. The complete insanity of it all! 🤬🤮","@Mycha-fs7vu","0","2025-05-12","00:00:00","2025","2025"
"iWS3oVeyjL4","KUDOS to your review! Fantastic research, and you executed your critique eloquently without being insulting! BRAVO!! You're on your way kiddo!!! FASHIONMANIAC gives you two thumbs up!!","@cherylgorski5184","0","2025-05-12","00:00:00","2025","2025"
"iWS3oVeyjL4","I was waiting for the theme explainer video 😭 but thank you for adding a little context to the beginning of this video 😊","@lornaearl2572","0","2025-05-12","00:00:00","2025","2025"
"iWS3oVeyjL4","Excellent analysis as always!","@suewilkinson1386","0","2025-05-12","00:00:00","2025","2025"
"iWS3oVeyjL4","@29:48 it's a zoot suite","@MostlyCloudy","0","2025-05-12","00:00:00","2025","2025"
"iWS3oVeyjL4","Where was the roast?! 🤣","@Timepassanger","0","2025-05-12","00:00:00","2025","2025"
"iWS3oVeyjL4","I’m going to assume these themes are planned very much in advance, but truly - this theme could not have been timed better.
To shine a light on so many aspects of Black culture & celebrate the contributions & impact… very needed right now.
‘Here’s a whole ass gala showcasing Black excellence & being very clear about Black sophistication going wayyyyy back - Plus free history lessons, you’re welcome’
Impeccable timing.","@thirtysomethingsewist","0","2025-05-12","00:00:00","2025","2025"
"iWS3oVeyjL4","Though I love your colors, to be perfectly blunt (b/c I know your stans won't be) everything you're wearing looks ill-fitting IMO. The outer jacket (?) looks like it's swallowing you.","@pollymorphic500","0","2025-05-12","00:00:00","2025","2025"
"iWS3oVeyjL4","LMAOOOOOOOO NOT REAGANOMICS 25:43","@kitty1761","0","2025-05-12","00:00:00","2025","2025"
"iWS3oVeyjL4","Wisdom Kaye? Was he Too Good for the Met Gala? 
Because he is the god of style and the epitome of the 21st Black Dandy","@liladance3506","0","2025-05-12","00:00:00","2025","2025"
"iWS3oVeyjL4","ffs its JEWEL-RY","@jennstandring5172","0","2025-05-12","00:00:00","2025","2025"
"iWS3oVeyjL4","This is why I subscribe and watch your videos. You absolutely did your homework and research on the theme and Blck history and Blck fashion. This is rare for a whte person to do such and it is much appreciated, dear.❤ RIP Andre Leon Talley, he would have loved and absolutely bodied this theme! It's such a shame how Wintour and his ""friends"" in the fashion industry abandoned him. I have always felt that the character of Nigel in The Devil's Wears Prada was based on him...😢❤","@squarebear619","0","2025-05-12","00:00:00","2025","2025"
"iWS3oVeyjL4","I was so bummed about the Anne Hathaway look! I remember her oversized tailored men’s shirt with the pencil as a bowtie that was ICONIC and I wanted more of that. Look up her photoshoot for V magazine—that’s what she should’ve worn","@neonchronicles","0","2025-05-12","00:00:00","2025","2025"
"iWS3oVeyjL4","A Zendaya el traje le ""tiraba"" de todos lados. Sinceramente el fanatismo de este tipo con ella arruina su opinión.","@skinvald","0","2025-05-12","00:00:00","2025","2025"
"iWS3oVeyjL4","Tessa Thompson and Coleman Domingo are my favorite looks for the night.","@kmcg6444","0","2025-05-12","00:00:00","2025","2025"
"iWS3oVeyjL4","Loved Cardi , she looked fantastic.","@claudiacoy3294","0","2025-05-12","00:00:00","2025","2025"
"iWS3oVeyjL4","I'm so happy to see you well dressed!!!","@claudiacoy3294","0","2025-05-12","00:00:00","2025","2025"
"iWS3oVeyjL4","Kim is more on theme than bad bunny","@Med-iiiiiii01","0","2025-05-12","00:00:00","2025","2025"
"iWS3oVeyjL4","You are completely missing the point of the whole thing.","@Med-iiiiiii01","0","2025-05-12","00:00:00","2025","2025"
"iWS3oVeyjL4","Black fashion conjurs the blacksploittation films. Soul Train. Clearly, these people never watched Project Runway to understand, but since Tim Gunn isn't allowed, I'm not surprised","@kathypriest95","0","2025-05-12","00:00:00","2025","2025"
"iWS3oVeyjL4","Your commentary is ON IT ❤ even when going over Ayo’s look. The MET needs to hire you! No bs!","@queenkitsune4864","0","2025-05-12","00:00:00","2025","2025"
"iWS3oVeyjL4","Why, WHY didn't they ACCESSORIZE?!?!?!","@maiaraandrade1952","0","2025-05-12","00:00:00","2025","2025"
"iWS3oVeyjL4","Much ado about absolutely nothing.","@Cuffs491","0","2025-05-12","00:00:00","2025","2025"
"iWS3oVeyjL4","Okay, not related to the fashion commentary but here goes: Whenever I watch a HauteLeMode video, I try to read the book titles in the background. My dream video would be a slow pan of each bookshelf so I could see what each individual book is. 
I'm a former theatre costumer, a fashion history nut for over six decades and a book nut ever since I learned to read even longer ago. A HauteLeMode library tour would be my dream video.","@lysem4392","0","2025-05-12","00:00:00","2025","2025"
"iWS3oVeyjL4","Way too many adverts placed in this video","@Snoofle6","0","2025-05-12","00:00:00","2025","2025"
"iWS3oVeyjL4","Lakeith looks like he was going for the Harlem Nights look","@MichelleTurnz","0","2025-05-12","00:00:00","2025","2025"
"iWS3oVeyjL4","You Dummy! Dont You See Kim hair is Black this Time than last year Gala, hah","@isaacF85","0","2025-05-12","00:00:00","2025","2025"
"iWS3oVeyjL4","25:52 note Lewis’ hat is Kangol style. Very popular with Black men during the Harlem renaissance 👏🏽","@itslikekahlua","0","2025-05-12","00:00:00","2025","2025"
"iWS3oVeyjL4","Halle Berry looks like someones crazy grandma escaped😂","@mollyfarrell.","0","2025-05-12","00:00:00","2025","2025"
"iWS3oVeyjL4","This is the epitome of privilege….obnoxious privilege.","@reacher9856","0","2025-05-12","00:00:00","2025","2025"
"iWS3oVeyjL4","Wait does he mean Aaliyah when he was talking about Kim k but saying her name weird?","@denuitsmoongardens8474","0","2025-05-12","00:00:00","2025","2025"
"iWS3oVeyjL4","Well done review.  I was riveted.","@SharonHowell-n6v","0","2025-05-12","00:00:00","2025","2025"
"iWS3oVeyjL4","FYI Zendaya = Diana Ross in Mahogany. She ran to hug Miss Ross and told her she was honoring her.","@yvettea7253","0","2025-05-11","00:00:00","2025","2025"
"iWS3oVeyjL4","FYI Zendaya = Diana Ross in Mahogany. She ran to hug Miss Ross and told her she was honoring her.","@yvettea7253","0","2025-05-11","00:00:00","2025","2025"
"iWS3oVeyjL4","Thanks so much! I was hugely disappointed by Bazzar's ""best"" list which was simply pretty dresses. I appreciate you highlighting the theme and history.","@mandelbrotr","0","2025-05-11","00:00:00","2025","2025"
"iWS3oVeyjL4","Your library is. Presence .","@nannetteprata2715","0","2025-05-11","00:00:00","2025","2025"
"iWS3oVeyjL4","just your daily reminder that children are starving in Gaza and you are here watching rich people wear ridiculous clothes.","@nicoler1835","0","2025-05-11","00:00:00","2025","2025"
"iWS3oVeyjL4","Someone has a little crush on LaKeith Stanfield…😂❤","@andi.lynn83","0","2025-05-11","00:00:00","2025","2025"
"iWS3oVeyjL4","T. Taylor  and Janelle WAS best dressed","@dnicesometimes","0","2025-05-11","00:00:00","2025","2025"
"iWS3oVeyjL4","KIM'S stylist picked the wrong style of a hat.  The hat Lakeith wore ...Kim should have gotten on Black.  Kim hat was the wrong style .  Other than THAT she was rocking the dress.  Lupita hat WAS too tiny","@dnicesometimes","0","2025-05-11","00:00:00","2025","2025"
"iWS3oVeyjL4","Dandyism wasn't stressed enough.  I'm seeing structure WAS what the majority of them focused on.","@dnicesometimes","0","2025-05-11","00:00:00","2025","2025"
"iWS3oVeyjL4","Perhaps YOU SHOULD BE DESIGNATED TO EXPLAIN AND GIVE THEM EXAMPLES OF HOW TO DRESS FOR THE THEMES.","@dnicesometimes","0","2025-05-11","00:00:00","2025","2025"
"iWS3oVeyjL4","I'm pretty certain that every single person lightly sprinkled with melanin you might miss it with the exception of the girl in The Green suit... I think their publicist said don't... Just don't...

Cuz what is the theme. Black people were told they cannot buy nice clothes they had to go underground to buy nice clothes and when you have to go underground to do s*** of course you're going to do it better... They Incorporated flamboyant African print with zoot suit... The best American dress... Because the f*** if anyone's going to tell them they cannot ... It's part of like social justice and it's part of like real American Life... And I'm very certain that there are a few publicists that were probably like just don't just skip this one...

Then the few who thought Black is black tie","@exoticalBecky_Miami","0","2025-05-11","00:00:00","2025","2025"
"iWS3oVeyjL4","ALSO, I don't know any of the critics.  JOAN RIVERS, RIP.  She made IT ENTERTAINING AND WORTH WATCHING.","@dnicesometimes","0","2025-05-11","00:00:00","2025","2025"
"iWS3oVeyjL4","THE stylist IS styling them.   Just in case you didn't know 😂","@dnicesometimes","0","2025-05-11","00:00:00","2025","2025"
"iWS3oVeyjL4","Joe W. Notes: I really have enjoyed this video. I saw pics from the event which intrigued me before I even saw THIS.
I have seen other videos and clips from the Same Creator which I've Enjoyed... LOVE THIS YEAR'S THEME AND ITS INSPIRATION!
Also: Very Good Analysis!
Appreciation for Culture that brings African sensibilities in to play with European traditionalism.

Having said that... I was not excited to see the pixelization
On certain images. I understand that pelvic zones and breast/nipple views are pixilated and I understand WHY... and I am aware that slavery contributed to the sexualization and associated commodification of dark-skinned Bodies in ways that are STILL playing out in our culture Today... But looking at a woman's exposed breast(s) and thinking, 'Oh! It's a Nod to the historic ""slave as Wet-Nurse"" phenomena' just kind of made me Sad... I guess it should have made me Angry too - then we could call this 'Provocative' Fashion [like Alexander McQueen's ""Highland Rape"" Collection] but for me the TakeAway was Just SAD.
And Halle Berry... REALLY?
[Yes. I saw ""Monster's Ball"" and I remember it. Heck - Just yesterday I drove past a kid walking home from school who made me recall the little boy that Your Character, Halle, punished so hard for being a ""fat kid"" eating a candy bar!]

Finally - I LIKE this host... but I admit that it grates on me when I hear someone pronounce the word ""JEW-LLERY"" - I am Instantly reminded of Long-Islanders hawking baubles on QVC...
The ROOT of the word is JEWEL [like the Singer from Alaska]...
And I laughed so hard when I heard the French phrase ""Trompe L'Oeil"" pronounced in a way that sounded - to Me - like ""Trump Lawyer""
[THANK YOU for Making me SMILE!]","@cuucnsbfl9913","0","2025-05-11","00:00:00","2025","2025"
"iWS3oVeyjL4","I love the theme! It brought out some of the most creative Americana style I've seen","@LeonZboncak","0","2025-05-11","00:00:00","2025","2025"
"iWS3oVeyjL4","4:35 the beads are coral.","@megdecay","0","2025-05-11","00:00:00","2025","2025"
"iWS3oVeyjL4","Tessa Thompson wins! 🥳","@connieanderson2281","0","2025-05-11","00:00:00","2025","2025"
"iWS3oVeyjL4","3:25 it’s EYE-oo not AYYE-oo","@taylorjordan2700","0","2025-05-11","00:00:00","2025","2025"
"iWS3oVeyjL4","Did 2 women wear the same outfit at The Met Gala? Zendaya and .... How did that happen?","@winenot1","0","2025-05-11","00:00:00","2025","2025"
"iWS3oVeyjL4","This person's reviews summed up in two sentences:
Wearing a suit: YAS
Not wearing a suit: Should've worn a suit","@harrystylesplaylists5094","0","2025-05-11","00:00:00","2025","2025"
"iWS3oVeyjL4","Kim K looks like Freddy Kreuger in a lot of angles cause of the waist chain peeking out by her hands while shes posing hahah","@LadawnAbshire","0","2025-05-11","00:00:00","2025","2025"
"iWS3oVeyjL4","I think Jodie Turner-Smith and Janelle monet really nailed the theme","@PokThompson-l3h","0","2025-05-11","00:00:00","2025","2025"
"iWS3oVeyjL4","Love this yearly video series! You bring so much context and insight into every outfit which I really appreciate. Thank you!","@AngelBoyle-w4c","0","2025-05-11","00:00:00","2025","2025"
"iWS3oVeyjL4","Why don't you mention the gun","@joytoboroff6694","0","2025-05-11","00:00:00","2025","2025"
"iWS3oVeyjL4","For some reason I don’t mind Kim’s outfit. Totally agree in everyone else but the hat, could have been paired with a monocle, the upper part of the dress for some reason reminds me of a vest, the necklace alludes to a tie with the structured heavy weight of the skirt, it somehow reads as suit? idk…","@hollo0o583","0","2025-05-11","00:00:00","2025","2025"
"iWS3oVeyjL4","3:40 I LOVE THIS ONE","@lisatoomey3868","0","2025-05-11","00:00:00","2025","2025"
"iWS3oVeyjL4","He said kim looks like Carmen sandiago 🤣🤣🤣🤣🤣","@Kerrytheequeen","0","2025-05-11","00:00:00","2025","2025"
"iWS3oVeyjL4","U really did ur research 🙅🏾‍♀️🙅🏾‍♀️🙅🏾‍♀️🙅🏾‍♀️🙅🏾‍♀️🙅🏾‍♀️","@Kerrytheequeen","0","2025-05-11","00:00:00","2025","2025"
"iWS3oVeyjL4","Jodie looked like she stepped out of an oil painting. The textures of what she wore photographed beautifully","@ClementeNader","0","2025-05-11","00:00:00","2025","2025"
"iWS3oVeyjL4","I enjoyed it till I realized how threatened by tatas this is.........strange.","@ThePimmy11","0","2025-05-11","00:00:00","2025","2025"
"iWS3oVeyjL4","This is an anti-white racist promotion. We must close these agression.","@andrelajoie5918","0","2025-05-11","00:00:00","2025","2025"
"iWS3oVeyjL4","I love to hear you talk. In an earlier time you absolutely would have been added as a presenter for fashion. And you look great, by the way!!!","@LillianNitzsche-j4w","0","2025-05-11","00:00:00","2025","2025"
"iWS3oVeyjL4","Ann Hathaway has ruined her face.  What the hell do she do?    Bet you could bounce a quarter on the skin.  What a shame.","@oldhippie2388","0","2025-05-11","00:00:00","2025","2025"
"iWS3oVeyjL4","Honey you do do your homework. Thank you so much for covering this so thoroughly.","@FeliceSchoen","0","2025-05-11","00:00:00","2025","2025"
"iWS3oVeyjL4","love the no-go pelvic area idea, then we get to Jeremy O Harris & zoom in on his pelvis 😂","@TheRebelGypsy","0","2025-05-11","00:00:00","2025","2025"
"iWS3oVeyjL4","SPOT ON! MY MAN!","@ladydamemarvelous-micynyc7265","0","2025-05-11","00:00:00","2025","2025"
"iWS3oVeyjL4","Jodie is definitely a winner.","@atenajeretic8968","0","2025-05-11","00:00:00","2025","2025"
"iWS3oVeyjL4","Jeremy O Harris' recreation is so beautiful.","@atenajeretic8968","0","2025-05-11","00:00:00","2025","2025"
"iWS3oVeyjL4","@8:22 is it just me or does Colman Domingo's first outfit look like a Southern Baptist choir robe?","@reneep4269","0","2025-05-11","00:00:00","2025","2025"
"iWS3oVeyjL4","I agree on everything.","@atenajeretic8968","0","2025-05-11","00:00:00","2025","2025"
"iWS3oVeyjL4","Jeremy O. Harris’s outfit was breathtaking.","@dianamerchant1026","0","2025-05-11","00:00:00","2025","2025"
"iWS3oVeyjL4","I like the reptile that Kim did. I was ""striped"" out","@tiaratauaese6197","0","2025-05-11","00:00:00","2025","2025"
"iWS3oVeyjL4","I would not wear any of this crap anywhere.","@bonitatorres5543","0","2025-05-11","00:00:00","2025","2025"
"iWS3oVeyjL4","5:21 I can hear the loud, “Que lindo!!”. 
IYKYK😊
5:33 Pronounced like “hibaro” instead of the English ‘J’ sound. Y gracias, for including the explanation of it.","@tainadelcaribe","0","2025-05-11","00:00:00","2025","2025"
"iWS3oVeyjL4","Honey you do do your homework. Thank you so much for covering this so thoroughly. 

I love that this theme is happening now. I am so proud to be black. We’re creative and we endure. 

Love love loved this.","@adrienneweare2772","0","2025-05-11","00:00:00","2025","2025"
"iWS3oVeyjL4","They also say that the old school Bustle was made after the African woman body shape😉 just give credit where it’s DUE","@mylesF33","0","2025-05-11","00:00:00","2025","2025"
"iWS3oVeyjL4","Hehehe. Clown clothes no human looks good in. Isn't the Met gala designed to give the normal populus a good laugh","@annacarter6559","0","2025-05-11","00:00:00","2025","2025"
"iWS3oVeyjL4","Zendaya needed a durag","@SpaceCaseCait","0","2025-05-11","00:00:00","2025","2025"
"iWS3oVeyjL4","I love how you went into black history and really made this educational. It’s nice to learn more about black culture and fashion at the same time ❤","@Cozy_Botanicals","0","2025-05-11","00:00:00","2025","2025"
"iWS3oVeyjL4","This also puts me in the mind of Django and the outfit he picked when he was able to pick some clothes out for himself. The Black Dandy. I 👀 it","@UnpopularOpinion3000","0","2025-05-11","00:00:00","2025","2025"
"iWS3oVeyjL4","I think for the 2nd piece: it's coral pieces - the red - which is significant in many African cultures and usually has a positive meaning (like  prosperity, etc). Love how she wore it","@UnpopularOpinion3000","0","2025-05-11","00:00:00","2025","2025"
"iWS3oVeyjL4","Really appreciate your review of each piece and how they relate to the theme. Well done! My favorites were the women that really understood the assignment Tessa Thompson, Janelle Monae, Teyana Taylor, Zendaya, Lupita and Jodie Turner! 👌🏾","@Ret2Play","0","2025-05-11","00:00:00","2025","2025"
"iWS3oVeyjL4","Obviously America is still too rich.","@berniceroes9511","0","2025-05-11","00:00:00","2025","2025"
"iWS3oVeyjL4","No to Teyana Taylor's look, too overwhelming and confusing to the eye.  Zendaya looked fab, as usual.  The men really outdid the women this year.","@LisaAntonelli-bz7ly","0","2025-05-11","00:00:00","2025","2025"
"iWS3oVeyjL4","Nicole Kidmqns Father was a Elite Sx Trafficker and she was accused also of being a part of it! Puts a different spin on her,  for me now...","@Fonoyb","0","2025-05-11","00:00:00","2025","2025"
"iWS3oVeyjL4","Ayo Edebiri is Nigerian. Her look was inspired by her cultural heritage of the Edo people … so do ur research","@Uchechi_Hope","0","2025-05-11","00:00:00","2025","2025"
"iWS3oVeyjL4","Soot suits galore!😂😂","@edwardf9661","0","2025-05-11","00:00:00","2025","2025"
"iWS3oVeyjL4","I know the designers want to be unique.  But aome of these are just plain WEIRD! They've loat the plot. They arent Cool or Fun or Classy or ahead of their time.  Yuk!!!","@Fonoyb","0","2025-05-11","00:00:00","2025","2025"
"iWS3oVeyjL4","WHY DID YOU DO CHAPPELL ROAN","@Fishrulestheworld","0","2025-05-11","00:00:00","2025","2025"
"iWS3oVeyjL4","This carpet is so hideous!!! I can't!!","@psz34","0","2025-05-11","00:00:00","2025","2025"
"iWS3oVeyjL4","It reminded me of bib necklaces","@denuitsmoongardens8474","0","2025-05-12","00:00:00","2025","2025"
"iWS3oVeyjL4","Jíbaros = HEE- bar-os, luv","@LindaC616","0","2025-05-11","00:00:00","2025","2025"
"iWS3oVeyjL4","Who cares","@chic-77","0","2025-05-11","00:00:00","2025","2025"
"iWS3oVeyjL4","You look very nice.  It all works!","@maryswanson9982","0","2025-05-11","00:00:00","2025","2025"
"iWS3oVeyjL4","Ayo Edebiri: ""EYE-oh EhDEbiree"". Jibaros of Puerto Rico:  ""hee-vah-rohs"".","@jordanculver9521","0","2025-05-11","00:00:00","2025","2025"
"iWS3oVeyjL4","“Tailored for you” = bespoke. Why not just call it bespoke? If I was Anna I would’ve called it “bespoke & woke”. And all the ticket prices would be $1000. this would be in reaction to last year‘s debacle with “let them eat cake.”","@dwilliams7377","0","2025-05-11","00:00:00","2025","2025"
"iWS3oVeyjL4","I won’t give the celebs any follows, but I’ll support your channel!","@dwilliams7377","0","2025-05-11","00:00:00","2025","2025"
